Date,HPC System,Job ID,Partition,Benchmark Code,kpoints,math library,MPI,cpu-bind,Nodes,Cores,Nodelist,Energy,Electronic Steps,Runtime,KPAR,NPAR,node_fill
Wed Jan 19 10:15:51 MST 2022,Eagle,8181753,short,1,4x4x2,mkl,intelmpi,cores,1,36,r5i1n15,-6.03E+01,15,0:01:55,1,sqrt,full
Wed Jan 19 10:22:52 MST 2022,Eagle,8181752,short,1,10x10x5,mkl,intelmpi,cores,1,36,r5i1n14,-6.03E+01,15,0:08:57,1,sqrt,full
Wed Jan 19 17:44:19 MST 2022,Eagle,8182931,short,1,10x10x5,mkl,intelmpi,cores,1,36,r105u27,-6.03E+01,15,0:08:30,4,sqrt,full
Wed Jan 19 17:54:03 MST 2022,Eagle,8182932,short,1,4x4x2,mkl,intelmpi,cores,1,36,r105u27,-6.03E+01,15,0:01:49,4,sqrt,full
2021-11-09T10:16:49,Swift,15955,nosmt,1,10x10x5,mkl,intelmpi_clara,cores,1,36,c1-78,-60.279463,15,0:08:07,9,4,partial
Mon Nov 29 11:05:36 MST 2021,Swift,36089,parallel,1,4x4x2,mkl,intelmpi_clara,cores,1,36,c8-54,-6.03E+01,15,0:02:11,9,4,partial
Mon Nov 29 11:13:13 MST 2021,Swift,36088,parallel,1,10x10x5,mkl,intelmpi_clara,cores,1,36,c7-53,-6.03E+01,15,0:07:42,9,4,partial
Mon Dec 13 11:57:43 MST 2021,Eagle,8011221,debug,small,8x8x8,mkl,intelmpi_tim,cores,1,36,r5i7n35,-3.94E+01,18,0:00:16,1,D,full
Mon Dec 13 11:58:01 MST 2021,Eagle,8011222,debug,small,4x4x4,mkl,intelmpi_tim,cores,1,36,r5i7n35,-3.93E+01,17,0:00:11,1,D,full
Thu Jan  6 09:07:31 MST 2022,Eagle,8144848,short,1,4x4x2,mkl,intelmpi_tim,cores,1,36,r2i5n13,-6.03E+01,14,0:02:11,1,D,full
Thu Jan  6 09:12:43 MST 2022,Eagle,8144847,short,1,10x10x5,mkl,intelmpi_tim,cores,1,36,r5i0n1,-6.03E+01,13,0:09:59,1,D,full
Thu Jan 20 02:12:48 MST 2022,Eagle,8183003,short,1,10x10x5,mkl,intelmpi_tim,cores,1,36,r105u27,-6.03E+01,15,0:08:28,4,4,full
Thu Jan 20 02:20:37 MST 2022,Eagle,8183005,short,1,4x4x2,mkl,intelmpi_tim,cores,1,36,r105u27,-6.03E+01,15,0:01:49,4,4,full
Thu Jan 20 07:01:01 MST 2022,Eagle,8183100,short,1,10x10x5,mkl,intelmpi_tim,cores,1,36,r105u27,-6.03E+01,15,0:08:05,9,sqrt,full
Thu Jan 20 07:06:44 MST 2022,Eagle,8183101,short,1,4x4x2,mkl,intelmpi_tim,cores,1,36,r105u27,-6.03E+01,15,0:02:11,9,sqrt,full
Thu Jan 20 07:06:44 MST 2022,Eagle,8183101,short,1,4x4x2,mkl,intelmpi_tim,cores,1,36,r105u27,-6.03E+01,15,0:04:20,9,sqrt,full
Tue Dec 14 04:48:14 MST 2021,Eagle,8011263,short,1,4x4x2,mkl,intelmpi_tim,cores,1,36,r7i5n3,-6.03E+01,15,0:02:07,9,4,full
Tue Dec 14 04:53:40 MST 2021,Eagle,8011262,short,1,10x10x5,mkl,intelmpi_tim,cores,1,36,r7i1n32,-6.03E+01,15,0:07:33,9,4,full
Tue Dec 14 16:26:44 MST 2021,Eagle,8024086,short,2,1x1x1,mkl,intelmpi_tim,cores,1,36,r4i7n34,-1.27E+03,36,1:38:05,1,D,full
Wed Jan 19 10:00:45 MST 2022,Eagle,8181564,short,1,4x4x2,mkl,intelmpi_tim,cores,1,36,r8i0n10,-6.03E+01,15,0:01:40,4,D,full
Wed Jan 19 10:04:23 MST 2022,Eagle,8181650,short,1,4x4x2,mkl,intelmpi_tim,cores,1,36,r5i1n27,-6.03E+01,15,0:01:57,1,4,full
Wed Jan 19 10:06:46 MST 2022,Eagle,8181563,short,1,10x10x5,mkl,intelmpi_tim,cores,1,36,r8i0n8,-6.03E+01,15,0:07:42,4,D,full
Wed Jan 19 10:11:23 MST 2022,Eagle,8181649,short,1,10x10x5,mkl,intelmpi_tim,cores,1,36,r5i1n26,-6.03E+01,15,0:08:57,1,4,full
Wed Jan 19 10:15:46 MST 2022,Eagle,8181739,short,1,4x4x2,mkl,intelmpi_tim,cores,1,36,r5i1n1,-6.03E+01,15,0:01:57,1,sqrt,full
Wed Jan 19 10:22:47 MST 2022,Eagle,8181738,short,1,10x10x5,mkl,intelmpi_tim,cores,1,36,r5i1n0,-6.03E+01,15,0:08:58,1,sqrt,full
Wed Jan 19 17:10:54 MST 2022,Eagle,8182917,short,1,10x10x5,mkl,intelmpi_tim,cores,1,36,r105u27,-6.03E+01,15,0:08:30,4,sqrt,full
Wed Jan 19 17:11:27 MST 2022,Eagle,8182918,short,1,4x4x2,mkl,intelmpi_tim,cores,1,36,r5i2n18,-6.03E+01,15,0:01:39,4,sqrt,full
2021-11-09T10:24:59,Swift,15974,nosmt,1,10x10x5,opnmpi,openmpi,cores,1,36,c1-78,-60.279463,15,0:07:48,9,4,partial
Fri Mar 18 12:51:16 MDT 2022,eagle,8759952,short,2,1x1x1,openmpi,openmpi,cores,1,36,r1i7n10,-1.27E+03,35,2:17:49,1,D,full
Thu Dec  9 10:26:34 MST 2021,swift,62337,test,1,4x4x2,openmpi,openmpi,cores,1,36,c10-29,-6.03E+01,15,0:02:16,9,4,partial
Thu Mar 17 12:42:33 MDT 2022,Eagle,8739152,short,1,4x4x2,openmpi,openmpi,cores,1,36,r3i7n16,-6.03E+01,15,0:02:48,9,4,full
Wed Feb 23 10:39:25 MST 2022,Eagle,8388986,gpu,2,1x1x1,mkl,intelmpi,cores,16,32,"r103u[09,19],r104u[01,13,15,17,19,21,23,27,37],r105u[01,03,05,25,27]",-1.27E+03,36,0:23:54,1,D,gres:2
Wed Feb 23 11:07:33 MST 2022,Eagle,8388991,gpu,2,1x1x1,mkl,intelmpi_tim,cores,16,32,"r103u[09,19],r104u[01,13,15,17,19,21,23,27,37],r105u[01,03,05,25,27]",-1.27E+03,34,0:23:09,1,D,gres:2
Fri Dec  3 22:29:28 UTC 2021,Vermillion,50004327,std,small,8x8x8,mkl,intelmpi,cores,2,32,vs-std-[0057-0058],-3.94E+01,18,0:00:52,1,D,full
Fri Dec  3 22:29:28 UTC 2021,Vermillion,50004327,std,small,8x8x8,mkl,intelmpi,cores,2,32,vs-std-[0057-0058],-3.94E+01,18,0:00:52,1,D,full
Mon Dec 13 21:13:59 UTC 2021,Vermillion,50005215,std,small,4x4x4,mkl,intelmpi,cores,2,32,"vs-std-[0025,0028]",-3.93E+01,18,0:00:41,1,D,full
Fri Dec  3 22:28:52 UTC 2021,Vermillion,50004339,std,small,8x8x8,openmpi,openmpi,cores,2,32,vs-std-[0061-0062],-3.94E+01,18,0:00:16,1,D,full
Fri Dec  3 22:28:52 UTC 2021,Vermillion,50004339,std,small,8x8x8,openmpi,openmpi,cores,2,32,vs-std-[0061-0062],-3.94E+01,18,0:00:16,1,D,full
Fri Dec  3 22:29:20 UTC 2021,Vermillion,50004340,std,small,4x4x4,openmpi,openmpi,cores,2,32,vs-std-[0061-0062],-3.93E+01,18,0:00:19,1,D,full
Fri Dec  3 22:29:20 UTC 2021,Vermillion,50004340,std,small,4x4x4,openmpi,openmpi,cores,2,32,vs-std-[0061-0062],-3.93E+01,18,0:00:19,1,D,full
2022-06-10T09:36:28,Swift,613711_1,parallel,2,1x1x1,mkl,intel_impi,cores,1,32,c5-23,-1.27E+03,36,6:36:08,1,1,shared
2022-06-10T09:36:28,Swift,613711_2,parallel,2,1x1x1,mkl,intel_impi,cores,1,32,c5-23,-1.27E+03,36,6:35:47,1,1,shared
Thu Nov 18 11:13:49 MST 2021,Swift,22740,debug,small,4x4x4,mkl,intelmpi,cores,1,32,c1-29,-39.25197,18,0:00:04,1,D,half
Thu Nov 18 11:14:38 MST 2021,Swift,22739,debug,small,8x8x8,mkl,intelmpi,cores,1,32,c1-31,-39.350776,18,0:00:07,1,D,half
Thu Nov 18 17:11:37 MST 2021,Swift,23861,parallel,2,1x1x1,mkl,intelmpi,cores,1,32,c4-11,-1271.6723,36,2:28:54,1,D,half
Tue Mar  1 11:08:57 MST 2022,Swift,295074,parallel,1,4x4x2,mkl,intelmpi,cores,1,32,c5-55,-6.03E+01,15,0:01:52,1,4,half
Tue Mar  1 11:20:31 MST 2022,Swift,295075,parallel,1,10x10x5,mkl,intelmpi,cores,1,32,c6-50,-6.03E+01,15,0:09:19,1,4,half
Tue Mar  1 11:32:57 MST 2022,Swift,295146,parallel,1,4x4x2,mkl,intelmpi,cores,1,32,c13-53,-6.03E+01,14,0:02:29,1,D,half
Tue Mar  1 11:43:26 MST 2022,Swift,295147,parallel,1,10x10x5,mkl,intelmpi,cores,1,32,c5-20,-6.03E+01,13,0:11:50,1,D,half
Tue Mar  1 11:48:40 MST 2022,Swift,295218,parallel,1,4x4x2,mkl,intelmpi,cores,1,32,c9-45,-6.03E+01,15,0:01:49,4,D,half
Tue Mar  1 11:56:12 MST 2022,Swift,295219,parallel,1,10x10x5,mkl,intelmpi,cores,1,32,c12-49,-6.03E+01,15,0:09:13,4,D,half
Tue Mar  1 11:57:54 MST 2022,Swift,295290,parallel,1,4x4x2,mkl,intelmpi,cores,1,32,c12-49,-6.03E+01,15,0:01:39,4,4,half
Tue Mar  1 12:04:56 MST 2022,Swift,295362,parallel,1,4x4x2,mkl,intelmpi,cores,1,32,c7-6,-6.03E+01,14,0:02:29,1,sqrt,half
Tue Mar  1 12:05:34 MST 2022,Swift,295291,parallel,1,10x10x5,mkl,intelmpi,cores,1,32,c5-46,-6.03E+01,15,0:08:17,4,4,half
Tue Mar  1 12:12:30 MST 2022,Swift,295434,parallel,1,4x4x2,mkl,intelmpi,cores,1,32,c12-49,-6.03E+01,14,0:02:29,4,sqrt,half
Tue Mar  1 12:15:17 MST 2022,Swift,295363,parallel,1,10x10x5,mkl,intelmpi,cores,1,32,c7-28,-6.03E+01,13,0:11:53,1,sqrt,half
Tue Mar  1 12:16:02 MST 2022,Swift,295506,parallel,1,4x4x2,mkl,intelmpi,cores,1,32,c5-55,-6.03E+01,14,0:02:30,9,sqrt,half
Tue Mar  1 12:22:19 MST 2022,Swift,295435,parallel,1,10x10x5,mkl,intelmpi,cores,1,32,c10-16,-6.03E+01,13,0:11:50,4,sqrt,half
Tue Mar  1 12:28:57 MST 2022,Swift,295507,parallel,1,10x10x5,mkl,intelmpi,cores,1,32,c7-50,-6.03E+01,13,0:11:50,9,sqrt,half
Tue Mar  1 13:23:31 MST 2022,Swift,294964,parallel,2,1x1x1,mkl,intelmpi,cores,1,32,c8-45,-1.27E+03,36,2:30:14,1,D,half
2021-11-06T08:41:18,Swift,15907,nosmt,2,1x1x1,mkl,intelmpi_clara,cores,1,32,c1-78,-1271.6723,36,2:33:18,1,D,half
2021-11-09T15:25:47,Swift,16531,nosmt,small,1x1x1,mkl,intelmpi_clara,cores,1,32,c1-78,-39.350776,18,0:00:07,1,D,half
Mon Nov 29 11:08:36 MST 2021,Swift,36050,debug,small,8x8x8,mkl,intelmpi_clara,cores,1,32,c1-29,-3.94E+01,18,0:00:11,1,D,half
Mon Nov 29 11:09:53 MST 2021,Swift,36051,debug,small,4x4x4,mkl,intelmpi_clara,cores,1,32,c1-28,-3.93E+01,18,0:00:08,1,D,half
Mon Nov 29 13:46:45 MST 2021,Swift,36141,parallel,2,1x1x1,mkl,intelmpi_clara,cores,1,32,c1-73,-1.27E+03,36,2:35:03,1,D,half
2021-11-09T15:33:53,Swift,16549,nosmt,small,1x1x1,opnmpi,openmpi,cores,1,32,c1-78,-39.350776,18,0:00:09,1,D,half
2021-11-10T19:31:50,Swift,16579,nosmt,2,1x1x1,opnmpi,openmpi,cores,1,32,c1-78,-1271.6723,35,2:26:40,1,D,half
2022-06-22T14:18:42,Swift,632142_1,parallel,2,1x1x1,openmpi,openmpi,cores,1,32,c5-36,-1.27E+03,35,6:11:06,1,D,shared
2022-06-22T14:18:42,Swift,632142_2,parallel,2,1x1x1,openmpi,openmpi,cores,1,32,c5-36,-1.27E+03,35,6:14:16,1,D,shared
Thu Nov 18 11:14:06 MST 2021,Swift,22730,debug,small,4x4x4,openmpi,openmpi,cores,1,32,c1-30,-39.25197,18,0:00:06,1,D,half
Thu Nov 18 11:14:29 MST 2021,Swift,22729,debug,small,8x8x8,openmpi,openmpi,cores,1,32,c1-31,-39.350776,18,0:00:09,1,D,half
Thu Nov 18 17:08:06 MST 2021,Swift,23858,parallel,2,1x1x1,openmpi,openmpi,cores,1,32,c4-8,-1271.6723,35,2:25:43,1,D,half
Tue Mar  1 11:03:09 MST 2022,Swift,295062,parallel,1,4x4x2,openmpi,openmpi,cores,1,32,c13-53,-6.03E+01,15,0:02:51,1,4,half
Tue Mar  1 11:18:39 MST 2022,Swift,295063,parallel,1,10x10x5,openmpi,openmpi,cores,1,32,c12-42,-6.03E+01,15,0:14:37,1,4,half
Tue Mar  1 11:31:36 MST 2022,Swift,295134,parallel,1,4x4x2,openmpi,openmpi,cores,1,32,c5-20,-6.03E+01,14,0:03:16,1,D,half
Tue Mar  1 11:45:30 MST 2022,Swift,295135,parallel,1,10x10x5,openmpi,openmpi,cores,1,32,c12-49,-6.03E+01,13,0:15:47,1,D,half
Tue Mar  1 11:46:45 MST 2022,Swift,295206,parallel,1,4x4x2,openmpi,openmpi,cores,1,32,c7-50,-6.03E+01,15,0:02:02,4,D,half
Tue Mar  1 11:53:49 MST 2022,Swift,295207,parallel,1,10x10x5,openmpi,openmpi,cores,1,32,c5-20,-6.03E+01,15,0:10:23,4,D,half
Tue Mar  1 11:57:09 MST 2022,Swift,295278,parallel,1,4x4x2,openmpi,openmpi,cores,1,32,c11-54,-6.03E+01,15,0:01:56,4,4,half
Tue Mar  1 12:05:12 MST 2022,Swift,295279,parallel,1,10x10x5,openmpi,openmpi,cores,1,32,c9-45,-6.03E+01,15,0:09:43,4,4,half
Tue Mar  1 12:05:39 MST 2022,Swift,295350,parallel,1,4x4x2,openmpi,openmpi,cores,1,32,c13-17,-6.03E+01,14,0:03:15,1,sqrt,half
Tue Mar  1 12:10:03 MST 2022,Swift,295422,parallel,1,4x4x2,openmpi,openmpi,cores,1,32,c13-53,-6.03E+01,14,0:03:14,4,sqrt,half
Tue Mar  1 12:18:16 MST 2022,Swift,295351,parallel,1,10x10x5,openmpi,openmpi,cores,1,32,c9-38,-6.03E+01,13,0:15:47,1,sqrt,half
Tue Mar  1 12:19:43 MST 2022,Swift,295494,parallel,1,4x4x2,openmpi,openmpi,cores,1,32,c12-41,-6.03E+01,14,0:03:14,9,sqrt,half
Tue Mar  1 12:25:14 MST 2022,Swift,295423,parallel,1,10x10x5,openmpi,openmpi,cores,1,32,c6-49,-6.03E+01,13,0:15:45,4,sqrt,half
Tue Mar  1 12:32:14 MST 2022,Swift,295495,parallel,1,10x10x5,openmpi,openmpi,cores,1,32,c10-24,-6.03E+01,13,0:15:46,9,sqrt,half
Tue Mar  1 13:16:00 MST 2022,Swift,294960,parallel,2,1x1x1,openmpi,openmpi,cores,1,32,c4-14,-1.27E+03,35,2:24:14,1,D,half
Fri Dec 10 01:12:17 UTC 2021,vermillion,50004973,std,1,10x10x5,mkl,intelmpi,cores,2,18,vs-std-[0038-0039],-6.03E+01,15,0:16:02,9,4,full
Fri Dec 10 01:32:51 UTC 2021,vermillion,50004974,std,1,4x4x2,mkl,intelmpi,cores,2,18,"vs-std-[0016,0036]",-6.03E+01,15,0:16:06,9,4,full
Fri Dec 10 01:48:06 UTC 2021,vermillion,50004985,std,1,10x10x5,openmpi,openmpi,cores,2,18,"vs-std-[0016,0036]",-6.03E+01,15,0:14:51,9,4,full
Mon Dec 13 21:12:05 UTC 2021,vermillion,50005141,std,1,4x4x2,openmpi,openmpi,cores,2,18,"vs-std-[0025,0028]",error,did not converge,error,9,4,full
Mon Nov 29 10:18:06 MST 2021,Eagle,7942631,short,1,4x4x2,mkl,intelmpi,cores,1,18,r8i0n35,-6.03E+01,15,0:03:07,9,4,half
Mon Nov 29 10:25:43 MST 2021,Eagle,7942630,short,1,10x10x5,mkl,intelmpi,cores,1,18,r4i7n25,-6.03E+01,15,0:10:44,9,4,half
Thu Dec  9 10:27:56 MST 2021,swift,62343,test,1,4x4x2,mkl,intelmpi,cores,1,18,c10-37,-6.03E+01,15,0:03:38,9,4,partial
Thu Jan  6 09:15:35 MST 2022,Eagle,8144860,short,1,4x4x2,mkl,intelmpi,cores,1,18,r5i0n1,-6.03E+01,15,0:02:32,1,D,half
Thu Jan  6 09:22:57 MST 2022,Eagle,8144859,short,1,10x10x5,mkl,intelmpi,cores,1,18,r10i0n7,-6.03E+01,15,0:12:28,1,D,half
Thu Jan 20 20:18:39 MST 2022,Eagle,8183112,short,1,10x10x5,mkl,intelmpi,cores,1,18,r9i1n25,-6.03E+01,15,0:10:42,9,sqrt,half
Thu Jan 20 20:19:34 MST 2022,Eagle,8183113,short,1,4x4x2,mkl,intelmpi,cores,1,18,r105u19,-6.03E+01,15,0:03:11,9,sqrt,half
Tue Feb 22 19:48:08 MST 2022,Eagle,8387526,short,2,1x1x1,mkl,intelmpi,cores,1,18,r6i6n23,-1.27E+03,36,2:32:07,1,D,half
Tue Nov 30 10:10:54 MST 2021,Eagle,7945265,debug,small,8x8x8,mkl,intelmpi,cores,1,18,r4i7n35,-3.94E+01,18,0:00:16,1,D,half
Tue Nov 30 10:24:39 MST 2021,Eagle,7945266,debug,small,4x4x4,mkl,intelmpi,cores,1,18,r3i7n35,-3.93E+01,18,0:01:08,1,D,half
Wed Jan 19 10:05:10 MST 2022,Eagle,8181662,short,1,4x4x2,mkl,intelmpi,cores,1,18,r1i3n13,-6.03E+01,15,0:02:38,1,4,half
Wed Jan 19 10:15:05 MST 2022,Eagle,8181661,short,1,10x10x5,mkl,intelmpi,cores,1,18,r1i3n12,-6.03E+01,15,0:12:33,1,4,half
Wed Jan 19 10:16:32 MST 2022,Eagle,8181751,short,1,4x4x2,mkl,intelmpi,cores,1,18,r5i1n13,-6.03E+01,15,0:02:36,1,sqrt,half
Wed Jan 19 10:26:30 MST 2022,Eagle,8181750,short,1,10x10x5,mkl,intelmpi,cores,1,18,r5i1n12,-6.03E+01,15,0:12:34,1,sqrt,half
2021-11-09T10:08:48,Swift,15954,nosmt,1,10x10x5,mkl,intelmpi_clara,cores,1,18,c1-78,-60.279463,15,0:12:28,9,4,partial
Mon Nov 29 11:07:27 MST 2021,Swift,36087,parallel,1,4x4x2,mkl,intelmpi_clara,cores,1,18,c5-55,-6.03E+01,15,0:03:38,9,4,partial
Mon Nov 29 11:17:58 MST 2021,Swift,36086,parallel,1,10x10x5,mkl,intelmpi_clara,cores,1,18,c8-44,-6.03E+01,15,0:12:40,9,4,partial
Mon Dec 13 11:57:07 MST 2021,Eagle,8011219,debug,small,8x8x8,mkl,intelmpi_tim,cores,1,18,r5i7n35,-3.94E+01,19,0:00:15,1,D,full
Mon Dec 13 11:57:22 MST 2021,Eagle,8011220,debug,small,4x4x4,mkl,intelmpi_tim,cores,1,18,r7i7n35,-3.93E+01,18,0:00:10,1,D,full
Thu Jan  6 09:02:38 MST 2022,Eagle,8144846,short,1,4x4x2,mkl,intelmpi_tim,cores,1,18,r9i3n24,-6.03E+01,15,0:02:33,1,D,half
Thu Jan  6 09:10:03 MST 2022,Eagle,8144845,short,1,10x10x5,mkl,intelmpi_tim,cores,1,18,r3i3n15,-6.03E+01,15,0:12:35,1,D,half
Thu Jan 20 06:46:10 MST 2022,Eagle,8183098,short,1,10x10x5,mkl,intelmpi_tim,cores,1,18,r105u27,-6.03E+01,15,0:11:26,9,sqrt,half
Thu Jan 20 06:50:00 MST 2022,Eagle,8183099,short,1,4x4x2,mkl,intelmpi_tim,cores,1,18,r105u27,-6.03E+01,15,0:03:11,9,sqrt,half
Tue Dec 14 04:49:13 MST 2021,Eagle,8011261,short,1,4x4x2,mkl,intelmpi_tim,cores,1,18,r10i3n17,-6.03E+01,15,0:03:12,9,4,half
Tue Dec 14 04:56:58 MST 2021,Eagle,8011260,short,1,10x10x5,mkl,intelmpi_tim,cores,1,18,r9i7n34,-6.03E+01,15,0:10:57,9,4,half
Tue Dec 14 17:09:50 MST 2021,Eagle,8024085,short,2,1x1x1,mkl,intelmpi_tim,cores,1,18,r5i7n29,-1.27E+03,36,2:32:59,1,D,half
Wed Feb 23 11:24:59 MST 2022,Eagle,8388966,short,2,1x1x1,mkl,intelmpi_tim,cores,1,18,r3i7n30,-1.27E+03,36,2:32:46,1,D,half
Wed Jan 19 10:05:04 MST 2022,Eagle,8181648,short,1,4x4x2,mkl,intelmpi_tim,cores,1,18,r5i1n25,-6.03E+01,15,0:02:38,1,4,half
Wed Jan 19 10:15:08 MST 2022,Eagle,8181647,short,1,10x10x5,mkl,intelmpi_tim,cores,1,18,r5i1n24,-6.03E+01,15,0:12:42,1,4,half
Wed Jan 19 10:16:28 MST 2022,Eagle,8181737,short,1,4x4x2,mkl,intelmpi_tim,cores,1,18,r5i0n35,-6.03E+01,15,0:02:39,1,sqrt,half
Wed Jan 19 10:26:30 MST 2022,Eagle,8181736,short,1,10x10x5,mkl,intelmpi_tim,cores,1,18,r5i0n17,-6.03E+01,15,0:12:42,1,sqrt,half
2021-11-09T09:56:08,Swift,15973,nosmt,1,10x10x5,opnmpi,openmpi,cores,1,18,c1-78,-60.279463,15,0:11:50,9,4,partial
Thu Dec  9 10:27:45 MST 2021,swift,62336,test,1,4x4x2,openmpi,openmpi,cores,1,18,c10-28,-6.03E+01,15,0:03:27,9,4,partial
Wed Jun 29 16:18:24 MDT 2022,Eagle,9552479,short,2,1x1x1,openmpi,openmpi,cores,1,18,r2i0n21,-1.27E+03,35,3:21:47,1,D,half
Wed Feb 23 09:45:05 MST 2022,Eagle,8388985,gpu,2,1x1x1,mkl,intelmpi,cores,8,16,"r104u[01,13,15,17,19,21,23],r105u01",-1.27E+03,36,0:27:38,1,D,gres:2
Wed Feb 23 12:53:28 MST 2022,Eagle,8388990,gpu,2,1x1x1,mkl,intelmpi_tim,cores,8,16,"r104u[01,03,13,15,19,27],r105u[03,05]",-1.27E+03,34,0:26:50,1,D,gres:2
Fri Dec  3 22:45:40 UTC 2021,Vermillion,50004325,std,small,8x8x8,mkl,intelmpi,cores,1,16,vs-std-0003,-3.94E+01,20,0:00:08,1,D,full
Fri Dec  3 22:45:40 UTC 2021,Vermillion,50004325,std,small,8x8x8,mkl,intelmpi,cores,1,16,vs-std-0003,-3.94E+01,20,0:00:08,1,D,full
Fri Dec  3 22:46:06 UTC 2021,Vermillion,50004326,std,small,4x4x4,mkl,intelmpi,cores,1,16,vs-std-0003,-3.93E+01,17,0:00:04,1,D,full
Fri Dec  3 22:46:06 UTC 2021,Vermillion,50004326,std,small,4x4x4,mkl,intelmpi,cores,1,16,vs-std-0003,-3.93E+01,17,0:00:04,1,D,full
Thu Nov 18 11:14:12 MST 2021,Swift,22737,debug,small,8x8x8,mkl,intelmpi,cores,1,16,c1-30,-39.350776,20,0:00:06,1,D,partial
Thu Nov 18 11:14:31 MST 2021,Swift,22738,debug,small,4x4x4,mkl,intelmpi,cores,1,16,c1-31,-39.25197,17,0:00:02,1,D,partial
Thu Nov 18 19:07:52 MST 2021,Swift,23860,parallel,2,1x1x1,mkl,intelmpi,cores,1,16,c4-10,-1271.6723,36,4:26:23,1,D,partial
Tue Mar  1 11:10:57 MST 2022,Swift,295072,parallel,1,4x4x2,mkl,intelmpi,cores,1,16,c6-50,-6.03E+01,15,0:02:50,1,4,partial
Tue Mar  1 11:22:39 MST 2022,Swift,295073,parallel,1,10x10x5,mkl,intelmpi,cores,1,16,c9-10,-6.03E+01,15,0:14:32,1,4,partial
Tue Mar  1 11:34:47 MST 2022,Swift,295144,parallel,1,4x4x2,mkl,intelmpi,cores,1,16,c12-41,-6.03E+01,15,0:03:26,1,D,partial
Tue Mar  1 11:48:31 MST 2022,Swift,295145,parallel,1,10x10x5,mkl,intelmpi,cores,1,16,c10-41,-6.03E+01,14,0:16:37,1,D,partial
Tue Mar  1 11:48:41 MST 2022,Swift,295216,parallel,1,4x4x2,mkl,intelmpi,cores,1,16,c11-46,-6.03E+01,15,0:02:56,4,D,partial
Tue Mar  1 11:59:11 MST 2022,Swift,295288,parallel,1,4x4x2,mkl,intelmpi,cores,1,16,c12-41,-6.03E+01,15,0:02:56,4,4,partial
Tue Mar  1 12:01:48 MST 2022,Swift,295217,parallel,1,10x10x5,mkl,intelmpi,cores,1,16,c7-50,-6.03E+01,15,0:15:04,4,D,partial
Tue Mar  1 12:06:13 MST 2022,Swift,295360,parallel,1,4x4x2,mkl,intelmpi,cores,1,16,c10-41,-6.03E+01,15,0:02:48,1,sqrt,partial
Tue Mar  1 12:11:19 MST 2022,Swift,295289,parallel,1,10x10x5,mkl,intelmpi,cores,1,16,c12-47,-6.03E+01,15,0:15:04,4,4,partial
Tue Mar  1 12:12:57 MST 2022,Swift,295432,parallel,1,4x4x2,mkl,intelmpi,cores,1,16,c9-51,-6.03E+01,15,0:02:56,4,sqrt,partial
Tue Mar  1 12:17:48 MST 2022,Swift,295361,parallel,1,10x10x5,mkl,intelmpi,cores,1,16,c12-6,-6.03E+01,15,0:14:23,1,sqrt,partial
Tue Mar  1 12:25:06 MST 2022,Swift,295433,parallel,1,10x10x5,mkl,intelmpi,cores,1,16,c11-11,-6.03E+01,15,0:15:05,4,sqrt,partial
2021-11-06T06:07:12,Swift,15906,nosmt,2,1x1x1,mkl,intelmpi_clara,cores,1,16,c1-78,-1271.6723,35,4:27:13,1,D,partial
2021-11-09T15:25:28,Swift,16530,nosmt,small,1x1x1,mkl,intelmpi_clara,cores,1,16,c1-78,-39.350776,20,0:00:06,1,D,partial
Mon Nov 29 11:08:25 MST 2021,Swift,36049,debug,small,4x4x4,mkl,intelmpi_clara,cores,1,16,c1-29,-3.93E+01,17,0:00:08,1,D,partial
Mon Nov 29 11:09:45 MST 2021,Swift,36048,debug,small,8x8x8,mkl,intelmpi_clara,cores,1,16,c1-28,-3.94E+01,20,0:00:11,1,D,partial
Mon Nov 29 15:34:12 MST 2021,Swift,36140,parallel,2,1x1x1,mkl,intelmpi_clara,cores,1,16,c5-11,-1.27E+03,36,4:26:41,1,D,partial
2021-11-09T15:25:28,Swift,16530,nosmt,small,1x1x1,opnmpi,openmpi,cores,1,16,c1-78,-39.350776,20,0:00:07,1,D,partial
2021-11-10T17:05:10,Swift,16578,nosmt,2,1x1x1,opnmpi,openmpi,cores,1,16,c1-78,-1271.6723,35,3:56:16,1,D,partial
Fri Dec  3 22:53:58 UTC 2021,Vermillion,50004337,std,small,8x8x8,openmpi,openmpi,cores,1,16,vs-std-0018,-3.94E+01,20,0:00:12,1,D,full
Fri Dec  3 22:53:58 UTC 2021,Vermillion,50004337,std,small,8x8x8,openmpi,openmpi,cores,1,16,vs-std-0018,-3.94E+01,20,0:00:12,1,D,full
Fri Dec  3 22:54:08 UTC 2021,Vermillion,50004338,std,small,4x4x4,openmpi,openmpi,cores,1,16,vs-std-0018,-3.93E+01,17,0:00:06,1,D,full
Fri Dec  3 22:54:08 UTC 2021,Vermillion,50004338,std,small,4x4x4,openmpi,openmpi,cores,1,16,vs-std-0018,-3.93E+01,17,0:00:06,1,D,full
Thu Nov 18 11:14:00 MST 2021,Swift,22727,debug,small,8x8x8,openmpi,openmpi,cores,1,16,c1-30,-39.350776,20,0:00:07,1,D,partial
Thu Nov 18 11:14:19 MST 2021,Swift,22728,debug,small,4x4x4,openmpi,openmpi,cores,1,16,c1-31,-39.25197,17,0:00:04,1,D,partial
