Date,HPC System,Job ID,Partition,Benchmark Code,kpoints,math library,MPI,cpu-bind,Nodes,Cores,Nodelist,Energy,Electronic Steps,Runtime,KPAR,NPAR,node_fill
Thu Mar  3 15:22:20 MST 2022,Swift,295356,parallel,1,4x4x2,openmpi,openmpi,cores,4,252,"c1-[71-73,75]",-6.03E+01,14,0:56:29,1,sqrt,full
Thu Mar  3 20:02:37 MST 2022,Swift,295357,parallel,1,10x10x5,openmpi,openmpi,cores,4,252,"c1-[71-73,75]",-6.03E+01,13,4:40:09,1,sqrt,full
Thu Nov 18 10:43:33 MST 2021,Swift,22735,debug,small,8x8x8,openmpi,openmpi,cores,4,252,c1-[28-31],-39.350776,16,0:06:27,1,D,full
Thu Nov 18 10:45:19 MST 2021,Swift,22736,debug,small,4x4x4,openmpi,openmpi,cores,4,252,c1-[28-31],-39.25197,16,0:01:46,1,D,full
Wed Mar  2 12:09:11 MST 2022,Swift,295140,parallel,1,4x4x2,openmpi,openmpi,cores,4,252,"c1-[66-67,71-72]",-6.03E+01,14,0:56:19,1,D,full
Wed Mar  2 16:25:22 MST 2022,Swift,295141,parallel,1,10x10x5,openmpi,openmpi,cores,4,252,"c1-[32-33,40-41]",-6.03E+01,13,4:40:34,1,D,full
Tue Feb 22 18:22:35 MST 2022,Eagle,8387529,short,2,1x1x1,mkl,intelmpi,cores,8,144,"r2i0n20,r2i1n[9,23-24],r2i4n8,r2i6n30,r2i7n[15-16]",-1.27E+03,35,0:23:40,1,D,half
Wed Feb 23 09:15:51 MST 2022,Eagle,8388969,short,2,1x1x1,mkl,intelmpi_tim,cores,8,144,"r2i5n[19,21-23,28,30-31],r2i6n32",-1.27E+03,35,0:23:38,1,D,half
Wed Jun 29 13:53:44 MDT 2022,Eagle,9552482,short,2,1x1x1,openmpi,openmpi,cores,8,144,r3i0n[25-32],-1.27E+03,35,0:57:07,1,D,half
Fri Jan 21 00:52:33 MST 2022,Eagle,8183118,short,1,10x10x5,mkl,intelmpi,cores,4,144,"r5i2n35,r5i3n[0-1,4]",-6.03E+01,14,0:02:17,9,sqrt,full
Fri Jan 21 00:55:07 MST 2022,Eagle,8183119,short,1,4x4x2,mkl,intelmpi,cores,4,144,r5i2n[31-34],-6.03E+01,15,0:00:49,9,sqrt,full
Mon Nov 29 10:20:45 MST 2021,Eagle,7942616,short,2,1x1x1,mkl,intelmpi,cores,4,144,"r102u[01,03-04,15]",-1.27E+03,35,0:42:17,1,D,full
Mon Nov 29 10:54:00 MST 2021,Eagle,7942636,short,1,10x10x5,mkl,intelmpi,cores,4,144,"r3i2n[13,19],r3i5n[9,16]",-6.03E+01,15,0:02:32,9,4,full
Mon Nov 29 11:04:35 MST 2021,Eagle,7942637,short,1,4x4x2,mkl,intelmpi,cores,4,144,"r3i2n[13,19],r3i5n[9,11]",-6.03E+01,15,0:00:57,9,4,full
Thu Jan  6 09:45:47 MST 2022,Eagle,8144866,short,1,4x4x2,mkl,intelmpi,cores,4,144,"r10i0n[12,16],r10i1n25,r10i2n6",-6.03E+01,14,0:04:45,1,D,full
Thu Jan  6 09:51:34 MST 2022,Eagle,8144865,short,1,10x10x5,mkl,intelmpi,cores,4,144,"r6i0n[15,28],r6i1n2,r6i2n16",-6.03E+01,13,0:21:59,1,D,full
Thu Jan 20 01:23:30 MST 2022,Eagle,8182936,short,1,4x4x2,mkl,intelmpi,cores,4,144,r1i5n[17-20],-6.03E+01,15,0:00:44,4,sqrt,full
Thu Jan 20 07:30:56 MST 2022,Eagle,8183023,short,1,4x4x2,mkl,intelmpi,cores,4,144,"r105u[09,11,13,19]",-6.03E+01,15,0:00:51,4,4,full
Tue Nov 30 09:46:49 MST 2021,eagle,7945246,short,small,4x4x4,mkl,intelmpi,cores,4,144,"r6i7n[11,20,24,27]",-3.93E+01,17,0:00:31,1,D,full
Tue Nov 30 09:47:01 MST 2021,eagle,7945245,short,small,8x8x8,mkl,intelmpi,cores,4,144,"r4i3n25,r4i4n23,r4i6n23,r4i7n25",-3.94E+01,16,0:00:43,1,D,full
Wed Jan 19 10:00:15 MST 2022,Eagle,8181582,short,1,4x4x2,mkl,intelmpi,cores,4,144,r1i7n[18-21],-6.03E+01,14,0:01:00,4,D,full
Wed Jan 19 10:02:41 MST 2022,Eagle,8181581,short,1,10x10x5,mkl,intelmpi,cores,4,144,r1i7n[14-17],-6.03E+01,13,0:03:26,4,D,full
Wed Jan 19 10:04:02 MST 2022,Eagle,8181668,short,1,4x4x2,mkl,intelmpi,cores,4,144,r1i3n[3-6],-6.03E+01,15,0:01:30,1,4,full
Wed Jan 19 10:09:06 MST 2022,Eagle,8181667,short,1,10x10x5,mkl,intelmpi,cores,4,144,"r1i2n35,r1i3n[0-2]",-6.03E+01,15,0:06:34,1,4,full
Wed Jan 19 10:15:21 MST 2022,Eagle,8181757,short,1,4x4x2,mkl,intelmpi,cores,4,144,r5i4n[1-4],-6.03E+01,15,0:01:19,1,sqrt,full
Wed Jan 19 10:19:53 MST 2022,Eagle,8181756,short,1,10x10x5,mkl,intelmpi,cores,4,144,r5i1n[2-5],-6.03E+01,15,0:05:57,1,sqrt,full
Fri Jan 21 00:48:22 MST 2022,Eagle,8183104,short,1,10x10x5,mkl,intelmpi_tim,cores,4,144,"r5i2n35,r5i3n[0-1,4]",-6.03E+01,14,0:02:19,9,sqrt,full
Fri Jan 21 00:51:04 MST 2022,Eagle,8183105,short,1,4x4x2,mkl,intelmpi_tim,cores,4,144,r5i2n[31-34],-6.03E+01,15,0:00:48,9,sqrt,full
Thu Jan  6 09:28:55 MST 2022,Eagle,8144852,short,1,4x4x2,mkl,intelmpi_tim,cores,4,144,"r6i0n28,r6i1n2,r6i2n16,r6i5n2",-6.03E+01,14,0:04:46,1,D,full
Thu Jan  6 09:42:10 MST 2022,Eagle,8144851,short,1,10x10x5,mkl,intelmpi_tim,cores,4,144,"r5i0n[5,10,18],r5i3n35",-6.03E+01,13,0:22:28,1,D,full
Thu Jan 20 00:26:58 MST 2022,Eagle,8182922,short,1,4x4x2,mkl,intelmpi_tim,cores,4,144,r1i4n[31-34],-6.03E+01,15,0:00:44,4,sqrt,full
Thu Jan 20 06:16:28 MST 2022,Eagle,8183009,short,1,4x4x2,mkl,intelmpi_tim,cores,4,144,"r105u[09,11,13,19]",-6.03E+01,15,0:00:49,4,4,full
Tue Dec 14 04:46:51 MST 2021,Eagle,8011267,short,1,4x4x2,mkl,intelmpi_tim,cores,4,144,"r6i4n[2,5,8],r6i6n3",-6.03E+01,15,0:01:01,9,4,full
Tue Dec 14 04:48:29 MST 2021,Eagle,8011266,short,1,10x10x5,mkl,intelmpi_tim,cores,4,144,"r2i3n15,r2i4n[8,14],r2i5n15",-6.03E+01,15,0:02:39,9,4,full
Tue Dec 14 15:10:58 MST 2021,Eagle,8024090,short,2,1x1x1,mkl,intelmpi_tim,cores,4,144,"r1i7n[24-25,28,30]",-1.27E+03,36,0:34:07,1,D,full
Wed Jan 19 10:00:10 MST 2022,Eagle,8181568,short,1,4x4x2,mkl,intelmpi_tim,cores,4,144,r1i7n[10-13],-6.03E+01,14,0:00:55,4,D,full
Wed Jan 19 10:02:43 MST 2022,Eagle,8181567,short,1,10x10x5,mkl,intelmpi_tim,cores,4,144,"r1i7n[5,7-9]",-6.03E+01,13,0:03:29,4,D,full
Wed Jan 19 10:04:03 MST 2022,Eagle,8181654,short,1,4x4x2,mkl,intelmpi_tim,cores,4,144,"r5i6n[25-27,29]",-6.03E+01,15,0:01:31,1,4,full
Wed Jan 19 10:08:59 MST 2022,Eagle,8181653,short,1,10x10x5,mkl,intelmpi_tim,cores,4,144,"r5i0n[0-1,4-5]",-6.03E+01,15,0:06:33,1,4,full
Wed Jan 19 10:15:13 MST 2022,Eagle,8181743,short,1,4x4x2,mkl,intelmpi_tim,cores,4,144,r8i0n[1-4],-6.03E+01,15,0:01:24,1,sqrt,full
Wed Jan 19 10:19:45 MST 2022,Eagle,8181742,short,1,10x10x5,mkl,intelmpi_tim,cores,4,144,r1i7n[27-30],-6.03E+01,15,0:05:56,1,sqrt,full
Fri Mar 18 11:45:00 MDT 2022,eagle,8759954,short,2,1x1x1,openmpi,openmpi,cores,4,144,"r3i4n28,r3i6n[12,33],r3i7n21",-1.27E+03,35,1:11:34,1,D,full
Thu Mar 17 12:42:40 MDT 2022,Eagle,8739155,short,1,10x10x5,openmpi,openmpi,cores,4,144,"r3i2n24,r3i3n[2,17],r3i7n1",-6.03E+01,15,0:04:06,9,4,full
Thu Mar 17 13:10:10 MDT 2022,Eagle,8739156,short,1,4x4x2,openmpi,openmpi,cores,4,144,"r6i6n[12,14,29],r6i7n2",-6.03E+01,15,0:01:34,9,4,full
Fri Dec  3 23:38:33 UTC 2021,Vermillion,50004331,std,small,8x8x8,mkl,intelmpi,cores,8,128,"vs-std-[0002,0006-0008,0010-0011,0013-0014]",-3.94E+01,17,0:01:16,1,D,full
Fri Dec  3 23:38:33 UTC 2021,Vermillion,50004331,std,small,8x8x8,mkl,intelmpi,cores,8,128,"vs-std-[0002,0006-0008,0010-0011,0013-0014]",-3.94E+01,17,0:01:16,1,D,full
Tue Dec 14 02:43:11 UTC 2021,Vermillion,50005225,std,small,8x8x8,openmpi,openmpi,cores,8,128,"vs-std-[0023-0025,0041-0045]",-3.94E+01,17,0:04:42,1,D,full
Wed Mar  2 05:10:29 MST 2022,Swift,294966,parallel,2,1x1x1,mkl,intelmpi,cores,4,128,"c1-[36,39-41]",-1.27E+03,35,0:52:39,1,D,half
Tue Mar  1 23:49:54 MST 2022,Swift,294962,parallel,2,1x1x1,openmpi,openmpi,cores,4,128,"c1-[36,40,44,72]",-1.27E+03,35,1:27:05,1,D,half
Thu Jun 30 14:25:14 MDT 2022,Swift,635503,parallel,2,1x1x1,mkl,intel_impi,cores,2,128,c1-[45-46],-1.27E+03,35,1:06:59,1,D,full
Thu Mar  3 11:15:50 MST 2022,Swift,295222,parallel,1,4x4x2,mkl,intelmpi,cores,2,128,"c1-[71,79]",-6.03E+01,14,0:00:59,4,D,full
Thu Mar  3 11:20:06 MST 2022,Swift,295223,parallel,1,10x10x5,mkl,intelmpi,cores,2,128,"c1-[71,79]",-6.03E+01,13,0:04:12,4,D,full
Thu Mar  3 12:35:08 MST 2022,Swift,295294,parallel,1,4x4x2,mkl,intelmpi,cores,2,128,"c1-[76,79]",-6.03E+01,15,0:00:44,4,4,full
Thu Mar  3 12:38:48 MST 2022,Swift,295295,parallel,1,10x10x5,mkl,intelmpi,cores,2,128,"c1-[76,79]",-6.03E+01,15,0:03:23,4,4,full
Thu Mar  3 14:46:33 MST 2022,Swift,295366,parallel,1,4x4x2,mkl,intelmpi,cores,2,128,"c1-[76,79]",-6.03E+01,14,0:06:42,1,sqrt,full
Thu Mar  3 15:20:16 MST 2022,Swift,295367,parallel,1,10x10x5,mkl,intelmpi,cores,2,128,"c1-[76,79]",-6.03E+01,14,0:33:17,1,sqrt,full
Thu Mar  3 20:05:37 MST 2022,Swift,295438,parallel,1,4x4x2,mkl,intelmpi,cores,2,128,"c1-[76,79]",-6.03E+01,14,0:00:59,4,sqrt,full
Thu Mar  3 20:09:52 MST 2022,Swift,295439,parallel,1,10x10x5,mkl,intelmpi,cores,2,128,"c1-[76,79]",-6.03E+01,13,0:04:12,4,sqrt,full
Thu Nov 18 11:11:58 MST 2021,Swift,22743,debug,small,8x8x8,mkl,intelmpi,cores,2,128,c1-[30-31],-39.350776,17,0:00:26,1,D,full
Thu Nov 18 11:12:07 MST 2021,Swift,22744,debug,small,4x4x4,mkl,intelmpi,cores,2,128,c1-[30-31],-39.25197,16,0:00:09,1,D,full
Wed Mar  2 09:34:07 MST 2022,Swift,295078,parallel,1,4x4x2,mkl,intelmpi,cores,2,128,"c1-[72,75]",-6.03E+01,15,0:02:22,1,4,full
Wed Mar  2 09:45:21 MST 2022,Swift,295079,parallel,1,10x10x5,mkl,intelmpi,cores,2,128,"c1-[56,58]",-6.03E+01,15,0:11:37,1,4,full
Wed Mar  2 14:06:10 MST 2022,Swift,295150,parallel,1,4x4x2,mkl,intelmpi,cores,2,128,"c1-[76,79]",-6.03E+01,14,0:06:45,1,D,full
Wed Mar  2 14:39:49 MST 2022,Swift,295151,parallel,1,10x10x5,mkl,intelmpi,cores,2,128,c1-[75-76],-6.03E+01,14,0:33:39,1,D,full
2021-11-10T23:42:44,Swift,16507,debug,2,1x1x1,mkl,intelmpi_clara,cores,2,128,"c1-[28,30]",-1271.6723,36,1:09:56,1,D,full
Mon Nov 29 11:08:09 MST 2021,Swift,36055,debug,small,4x4x4,mkl,intelmpi_clara,cores,2,128,c1-[30-31],-3.93E+01,16,0:00:15,1,D,full
Mon Nov 29 11:09:05 MST 2021,Swift,36054,debug,small,8x8x8,mkl,intelmpi_clara,cores,2,128,c1-[28-29],-3.94E+01,17,0:00:31,1,D,full
Sat Dec  4 05:32:13 MST 2021,Swift,38379,parallel,2,1x1x1,mkl,intelmpi_clara,cores,2,128,"c1-[44,73]",-1.27E+03,36,1:12:45,1,D,full
2021-11-11T04:48:10,Swift,16581,debug,2,1x1x1,opnmpi,openmpi,cores,2,128,c1-[28-29],-1271.6723,35,1:56:51,1,D,full
Thu Mar  3 10:22:09 MST 2022,Swift,295210,parallel,1,4x4x2,openmpi,openmpi,cores,2,128,"c1-[65,79]",-6.03E+01,14,0:01:25,4,D,full
Thu Mar  3 10:28:01 MST 2022,Swift,295211,parallel,1,10x10x5,openmpi,openmpi,cores,2,128,"c1-[65,79]",-6.03E+01,13,0:05:44,4,D,full
Thu Mar  3 12:28:30 MST 2022,Swift,295282,parallel,1,4x4x2,openmpi,openmpi,cores,2,128,"c1-[76,79]",-6.03E+01,15,0:01:15,4,4,full
Thu Mar  3 12:34:07 MST 2022,Swift,295283,parallel,1,10x10x5,openmpi,openmpi,cores,2,128,"c1-[76,79]",-6.03E+01,15,0:05:21,4,4,full
Thu Mar  3 13:17:44 MST 2022,Swift,295354,parallel,1,4x4x2,openmpi,openmpi,cores,2,128,"c1-[76,79]",-6.03E+01,14,0:15:48,1,sqrt,full
Thu Mar  3 14:39:49 MST 2022,Swift,295355,parallel,1,10x10x5,openmpi,openmpi,cores,2,128,"c1-[76,79]",-6.03E+01,14,1:22:02,1,sqrt,full
Thu Mar  3 19:58:12 MST 2022,Swift,295426,parallel,1,4x4x2,openmpi,openmpi,cores,2,128,"c1-[76,79]",-6.03E+01,14,0:01:23,4,sqrt,full
Thu Mar  3 20:04:08 MST 2022,Swift,295427,parallel,1,10x10x5,openmpi,openmpi,cores,2,128,"c1-[76,79]",-6.03E+01,13,0:05:46,4,sqrt,full
Thu Nov 18 11:11:32 MST 2021,Swift,22734,debug,small,4x4x4,openmpi,openmpi,cores,2,128,c1-[30-31],-39.25197,16,0:00:22,1,D,full
Thu Nov 18 11:12:41 MST 2021,Swift,22733,debug,small,8x8x8,openmpi,openmpi,cores,2,128,c1-[28-29],-39.350776,17,0:00:53,1,D,full
Wed Mar  2 08:50:04 MST 2022,Swift,295066,parallel,1,4x4x2,openmpi,openmpi,cores,2,128,"c1-[76,79]",-6.03E+01,15,0:05:57,1,4,full
Wed Mar  2 09:19:51 MST 2022,Swift,295067,parallel,1,10x10x5,openmpi,openmpi,cores,2,128,"c1-[76,79]",-6.03E+01,15,0:29:38,1,4,full
Wed Mar  2 11:24:19 MST 2022,Swift,295138,parallel,1,4x4x2,openmpi,openmpi,cores,2,128,c1-[75-76],-6.03E+01,14,0:15:49,1,D,full
Wed Mar  2 12:39:02 MST 2022,Swift,295139,parallel,1,10x10x5,openmpi,openmpi,cores,2,128,"c1-[62,64]",-6.03E+01,14,1:22:08,1,D,full
2022-06-10T10:54:11,Swift,613794,parallel,2,1x1x1,mkl,intel_impi,cores,1,128,['c1-40'],-1.27E+03,36,1:56:35,1,1,virtual
2022-06-10T10:54:11,Swift,613798,parallel,2,1x1x1,openmpi,openmpi,cores,1,128,['c10-54'],-1.27E+03,35,3:05:54,1,1,virtual
Thu Dec  9 22:20:16 UTC 2021,vermillion,50004979,std,1,10x10x5,mkl,intelmpi,cores,8,126,"vs-std-[0016-0017,0027-0031,0033]",-6.03E+01,15,0:10:03,9,4,full
Thu Dec  9 22:30:48 UTC 2021,vermillion,50004980,std,1,4x4x2,mkl,intelmpi,cores,8,126,"vs-std-[0016-0017,0027-0031,0033]",-6.03E+01,15,0:10:05,9,4,full
Fri Dec 10 02:34:19 UTC 2021,vermillion,50004992,std,1,4x4x2,openmpi,openmpi,cores,8,126,"vs-std-[0028,0030-0031,0036,0038-0039,0052,0062]",-6.03E+01,15,0:08:39,9,4,full
Fri Dec 10 02:47:50 UTC 2021,vermillion,50004991,std,1,10x10x5,openmpi,openmpi,cores,8,126,"vs-std-[0013,0028,0030-0031,0036,0038-0039,0052]",-6.03E+01,15,0:13:24,9,4,full
Sun Dec 12 05:42:09 MST 2021,swift,68490,test,1,4x4x2,mkl,intelmpi,cores,2,126,"c1-[38,47]",-6.03E+01,15,0:01:25,9,4,full
2021-11-10T21:04:53,Swift,16495,debug,1,10x10x5,mkl,intelmpi_clara,cores,2,126,"c1-[28,30]",-60.279463,15,0:03:36,9,4,full
2021-11-10T21:18:03,Swift,16501,debug,1,10x10x5,opnmpi,openmpi,cores,2,126,"c1-[28,30]",-60.279463,15,0:04:16,9,4,full
Sun Dec 12 05:40:27 MST 2021,swift,68487,test,1,4x4x2,openmpi,openmpi,cores,2,126,"c1-[38,47]",-6.03E+01,15,0:01:44,9,4,full
Tue Feb 22 18:00:48 MST 2022,Eagle,8387528,short,2,1x1x1,mkl,intelmpi,cores,4,72,"r10i0n[0,24,31],r10i1n7",-1.27E+03,36,0:39:18,1,D,half
Wed Feb 23 09:30:52 MST 2022,Eagle,8388968,short,2,1x1x1,mkl,intelmpi_tim,cores,4,72,"r3i6n[28,34],r3i7n[1,18]",-1.27E+03,35,0:38:39,1,D,half
Wed Jun 29 14:18:19 MDT 2022,Eagle,9552481,short,2,1x1x1,openmpi,openmpi,cores,4,72,r1i7n[10-13],-1.27E+03,35,1:21:42,1,D,half
Mon Nov 29 10:19:14 MST 2021,Eagle,7942634,short,1,10x10x5,mkl,intelmpi,cores,2,72,"r3i5n[9,16]",-6.03E+01,15,0:04:16,9,4,full
Mon Nov 29 10:28:26 MST 2021,Eagle,7942635,short,1,4x4x2,mkl,intelmpi,cores,2,72,"r3i5n[9,16]",-6.03E+01,15,0:01:18,9,4,full
Mon Nov 29 10:43:57 MST 2021,Eagle,7942615,short,2,1x1x1,mkl,intelmpi,cores,2,72,"r3i2n[13,19]",-1.27E+03,36,0:53:18,1,D,full
Thu Jan  6 09:02:20 MST 2022,Eagle,8144864,short,1,4x4x2,mkl,intelmpi,cores,2,72,r2i5n[12-13],-6.03E+01,14,0:02:15,1,D,full
Thu Jan  6 09:10:22 MST 2022,Eagle,8144863,short,1,10x10x5,mkl,intelmpi,cores,2,72,"r1i1n3,r1i4n1",-6.03E+01,13,0:10:17,1,D,full
Tue Nov 30 09:46:44 MST 2021,eagle,7945244,short,small,4x4x4,mkl,intelmpi,cores,2,72,"r8i1n[21,30]",-3.93E+01,18,0:00:27,1,D,full
Tue Nov 30 09:48:18 MST 2021,eagle,7945243,short,small,8x8x8,mkl,intelmpi,cores,2,72,"r6i7n[30,32]",-3.94E+01,18,0:02:00,1,D,full
Wed Jan 19 10:00:14 MST 2022,Eagle,8181580,short,1,4x4x2,mkl,intelmpi,cores,2,72,r5i0n[0-1],-6.03E+01,15,0:00:59,4,D,full
Wed Jan 19 10:03:47 MST 2022,Eagle,8181579,short,1,10x10x5,mkl,intelmpi,cores,2,72,r1i7n[33-34],-6.03E+01,15,0:04:32,4,D,full
Wed Jan 19 10:04:03 MST 2022,Eagle,8181666,short,1,4x4x2,mkl,intelmpi,cores,2,72,r1i3n[9-10],-6.03E+01,15,0:01:31,1,4,full
Wed Jan 19 10:09:17 MST 2022,Eagle,8181665,short,1,10x10x5,mkl,intelmpi,cores,2,72,r1i3n[7-8],-6.03E+01,15,0:06:45,1,4,full
Wed Jan 19 10:15:24 MST 2022,Eagle,8181755,short,1,4x4x2,mkl,intelmpi,cores,2,72,r5i1n[8-9],-6.03E+01,15,0:01:28,1,sqrt,full
Wed Jan 19 10:20:19 MST 2022,Eagle,8181754,short,1,10x10x5,mkl,intelmpi,cores,2,72,r5i1n[6-7],-6.03E+01,15,0:06:23,1,sqrt,full
Wed Jan 19 16:55:50 MST 2022,Eagle,8182934,short,1,4x4x2,mkl,intelmpi,cores,2,72,"r105u[19,27]",-6.03E+01,15,0:01:06,4,sqrt,full
Wed Jan 19 16:59:03 MST 2022,Eagle,8182933,short,1,10x10x5,mkl,intelmpi,cores,2,72,r7i4n[10-11],-6.03E+01,15,0:04:19,4,sqrt,full
Wed Jan 19 17:30:21 MST 2022,Eagle,8183021,short,1,4x4x2,mkl,intelmpi,cores,2,72,"r9i0n[2,7]",-6.03E+01,15,0:01:00,4,4,full
Wed Jan 19 17:34:11 MST 2022,Eagle,8183020,short,1,10x10x5,mkl,intelmpi,cores,2,72,"r105u[11,19]",-6.03E+01,15,0:04:50,4,4,full
Wed Jan 19 18:06:49 MST 2022,Eagle,8183116,short,1,10x10x5,mkl,intelmpi,cores,2,72,"r105u[11,19]",-6.03E+01,15,0:04:26,9,sqrt,full
Wed Jan 19 18:07:47 MST 2022,Eagle,8183117,short,1,4x4x2,mkl,intelmpi,cores,2,72,r5i3n[17-18],-6.03E+01,15,0:01:12,9,sqrt,full
Mon Dec 13 11:54:49 MST 2021,Eagle,8011223,debug,small,8x8x8,mkl,intelmpi_tim,cores,2,72,"r102u34,r105u33",-3.94E+01,18,0:00:17,1,D,full
Mon Dec 13 11:55:12 MST 2021,Eagle,8011224,debug,small,4x4x4,mkl,intelmpi_tim,cores,2,72,"r105u[33,37]",-3.93E+01,18,0:00:14,1,D,full
Thu Jan  6 08:59:44 MST 2022,Eagle,8144850,short,1,4x4x2,mkl,intelmpi_tim,cores,2,72,"r9i1n20,r9i3n24",-6.03E+01,14,0:02:17,1,D,full
Thu Jan  6 09:03:11 MST 2022,Eagle,8144849,short,1,10x10x5,mkl,intelmpi_tim,cores,2,72,"r9i2n[17,28]",-6.03E+01,13,0:10:21,1,D,full
Tue Dec 14 04:47:22 MST 2021,Eagle,8011265,short,1,4x4x2,mkl,intelmpi_tim,cores,2,72,r102u[17-18],-6.03E+01,15,0:01:32,9,4,full
Tue Dec 14 04:50:13 MST 2021,Eagle,8011264,short,1,10x10x5,mkl,intelmpi_tim,cores,2,72,"r7i7n[29,33]",-6.03E+01,15,0:04:23,9,4,full
Tue Dec 14 15:41:13 MST 2021,Eagle,8024089,short,2,1x1x1,mkl,intelmpi_tim,cores,2,72,"r4i7n[22,27]",-1.27E+03,35,0:52:35,1,D,full
Wed Jan 19 10:00:28 MST 2022,Eagle,8181566,short,1,4x4x2,mkl,intelmpi_tim,cores,2,72,"r1i7n[30,32]",-6.03E+01,15,0:01:13,4,D,full
Wed Jan 19 10:03:27 MST 2022,Eagle,8181565,short,1,10x10x5,mkl,intelmpi_tim,cores,2,72,r8i0n[1-2],-6.03E+01,15,0:04:22,4,D,full
Wed Jan 19 10:03:58 MST 2022,Eagle,8181652,short,1,4x4x2,mkl,intelmpi_tim,cores,2,72,"r5i0n[11,17]",-6.03E+01,15,0:01:32,1,4,full
Wed Jan 19 10:09:09 MST 2022,Eagle,8181651,short,1,10x10x5,mkl,intelmpi_tim,cores,2,72,r8i0n[6-7],-6.03E+01,15,0:06:43,1,4,full
Wed Jan 19 10:15:16 MST 2022,Eagle,8181741,short,1,4x4x2,mkl,intelmpi_tim,cores,2,72,r8i0n[6-7],-6.03E+01,15,0:01:28,1,sqrt,full
Wed Jan 19 10:20:12 MST 2022,Eagle,8181740,short,1,10x10x5,mkl,intelmpi_tim,cores,2,72,r1i7n[33-34],-6.03E+01,15,0:06:23,1,sqrt,full
Wed Jan 19 16:52:44 MST 2022,Eagle,8182919,short,1,10x10x5,mkl,intelmpi_tim,cores,2,72,"r5i2n18,r5i6n13",-6.03E+01,15,0:04:22,4,sqrt,full
Wed Jan 19 16:55:43 MST 2022,Eagle,8182920,short,1,4x4x2,mkl,intelmpi_tim,cores,2,72,"r5i2n18,r5i6n13",-6.03E+01,15,0:01:00,4,sqrt,full
Wed Jan 19 17:23:42 MST 2022,Eagle,8183007,short,1,4x4x2,mkl,intelmpi_tim,cores,2,72,"r9i0n[2,7]",-6.03E+01,15,0:01:00,4,4,full
Wed Jan 19 17:27:36 MST 2022,Eagle,8183006,short,1,10x10x5,mkl,intelmpi_tim,cores,2,72,"r105u[11,19]",-6.03E+01,15,0:04:54,4,4,full
Wed Jan 19 18:03:36 MST 2022,Eagle,8183103,short,1,4x4x2,mkl,intelmpi_tim,cores,2,72,r5i3n[17-18],-6.03E+01,15,0:01:13,9,sqrt,full
Wed Jan 19 18:06:33 MST 2022,Eagle,8183102,short,1,10x10x5,mkl,intelmpi_tim,cores,2,72,r1i5n[31-32],-6.03E+01,15,0:04:10,9,sqrt,full
Fri Mar 18 12:02:30 MDT 2022,eagle,8759953,short,2,1x1x1,openmpi,openmpi,cores,2,72,"r1i3n31,r1i5n16",-1.27E+03,35,1:29:03,1,D,full
Thu Mar 17 12:51:28 MDT 2022,Eagle,8739153,short,1,10x10x5,openmpi,openmpi,cores,2,72,"r3i3n20,r3i5n29",-6.03E+01,15,0:05:56,9,4,full
Thu Mar 17 13:10:36 MDT 2022,Eagle,8739154,short,1,4x4x2,openmpi,openmpi,cores,2,72,"r4i6n34,r4i7n11",-6.03E+01,15,0:02:00,9,4,full
Fri Dec  3 22:29:47 UTC 2021,Vermillion,50004329,std,small,8x8x8,mkl,intelmpi,cores,4,64,vs-std-[0049-0052],-3.94E+01,18,0:01:11,1,D,full
Fri Dec  3 22:29:47 UTC 2021,Vermillion,50004329,std,small,8x8x8,mkl,intelmpi,cores,4,64,vs-std-[0049-0052],-3.94E+01,18,0:01:11,1,D,full
Mon Dec 13 19:25:54 UTC 2021,Vermillion,50005216,std,small,4x4x4,mkl,intelmpi,cores,4,64,"vs-std-[0033-0034,0038-0039]",-3.93E+01,16,0:00:59,1,D,full
2022-06-13T12:29:25,Swift,613879_1,parallel,2,1x1x1,mkl,intel_impi,cores,2,64,"c9-[13,38]",-1.27E+03,35,3:01:42,1,1,shared
2022-06-13T12:29:25,Swift,613879_2,parallel,2,1x1x1,mkl,intel_impi,cores,2,64,"c9-[13,38]",-1.27E+03,36,3:04:48,1,1,shared
Wed Mar  2 04:51:07 MST 2022,Swift,294965,parallel,2,1x1x1,mkl,intelmpi,cores,2,64,"c1-[43,75]",-1.27E+03,36,1:27:25,1,D,half
2022-06-22T14:20:09,Swift,632144_1,parallel,2,1x1x1,openmpi,openmpi,cores,2,64,"c7-[22,37]",-1.27E+03,35,3:57:35,1,D,shared
2022-06-22T14:20:09,Swift,632144_2,parallel,2,1x1x1,openmpi,openmpi,cores,2,64,"c7-[22,37]",-1.27E+03,35,3:57:55,1,D,shared
Tue Mar  1 21:18:33 MST 2022,Swift,294961,parallel,2,1x1x1,openmpi,openmpi,cores,2,64,"c1-[36,40]",-1.27E+03,35,1:46:30,1,D,half
Thu Nov 18 11:13:54 MST 2021,Swift,22742,debug,small,4x4x4,mkl,intelmpi,cores,1,64,c1-29,-39.25197,16,0:00:05,1,D,full
Thu Nov 18 11:14:24 MST 2021,Swift,22741,debug,small,8x8x8,mkl,intelmpi,cores,1,64,c1-30,-39.350776,18,0:00:12,1,D,full
Thu Nov 18 17:31:28 MST 2021,Swift,23862,parallel,2,1x1x1,mkl,intelmpi,cores,1,64,c4-13,error,did not converge,error,1,D,full
